City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,las trojes,14.0667,-85.9833,25.5,63,26,3.16,HN,1732725418
363,taroa,8.7058,171.2275,27.83,80,98,8.46,MH,1732725419
364,fallon,39.4735,-118.7774,-4.07,86,40,2.06,US,1732725420
365,pontianak,-0.0333,109.3333,25.99,94,100,1.03,ID,1732725422
366,mpulungu,-8.7623,31.1141,23.66,77,79,1.57,ZM,1732725423
367,zuunmod,47.7069,106.9528,-12.43,61,100,9.75,MN,1732725424
368,hotan,37.0997,79.9269,1.63,33,0,1.75,CN,1732725425
369,kapshagay,43.8833,77.0833,6.21,41,0,4.98,KZ,1732725426
370,tongren,27.7172,109.1853,10.17,75,67,0.54,CN,1732725427
371,brisas de zicatela,15.8369,-97.0419,28.29,54,0,1.03,MX,1732725429
372,ola,59.5833,151.2833,-14.0,84,10,3.46,RU,1732725194
373,khandyga,62.6667,135.6,-19.08,98,100,0.92,RU,1732725431
374,reggane,26.7158,0.1714,24.24,16,77,4.01,DZ,1732725432
375,woodward,36.4337,-99.3904,6.65,75,0,6.69,US,1732725433
376,codrington,-38.2667,141.9667,11.25,94,13,1.16,AU,1732725434
377,panacan,9.2463,118.4082,26.89,84,100,4.77,PH,1732725436
378,douentza,14.9951,-2.9517,30.69,13,45,4.52,ML,1732725437
379,fraserburgh,57.6874,-2.0184,5.56,64,65,5.31,GB,1732725438
380,coxim,-18.5067,-54.76,34.24,41,98,3.71,BR,1732725439
381,xilin hot,43.9667,116.0333,-9.76,71,100,8.83,CN,1732725440
382,khanty-mansiysk,61.0042,69.0019,-2.94,59,0,5.0,RU,1732725441
383,farshut,26.0549,32.1633,16.75,32,0,4.68,EG,1732725444
384,havre,49.5833,0.3333,9.22,87,100,6.69,FR,1732725445
385,berdigestyakh,62.0989,126.6992,-33.3,100,38,1.44,RU,1732725446
386,lompoc,34.6391,-120.4579,14.45,97,100,1.54,US,1732725447
387,ca mau,9.1769,105.15,25.01,87,100,4.19,VN,1732725448
388,vilyuysk,63.7553,121.6247,-16.0,95,100,3.3,RU,1732725449
389,santa ana de yacuma,-13.75,-65.4333,31.97,62,75,7.72,BO,1732725450
390,iranshahr,27.2025,60.6848,25.19,31,0,0.0,IR,1732725452
391,road town,18.4167,-64.6167,30.02,70,40,2.57,VG,1732725453
392,sapele,5.8941,5.6767,29.84,43,36,0.36,NG,1732725454
393,andirin,37.5776,36.3549,0.02,64,34,3.6,TR,1732725455
394,camana,-16.6228,-72.7111,20.23,90,100,3.36,PE,1732725456
395,san felice circeo,41.2372,13.0942,16.06,81,12,2.58,IT,1732725458
396,dadukou,26.5479,101.7054,8.88,83,65,1.29,CN,1732725459
397,sandnessjoen,66.0217,12.6316,2.06,69,20,3.09,NO,1732725460
398,patiali,27.7167,79.0167,18.31,31,0,1.97,IN,1732725461
399,cabo san lucas,22.8909,-109.9124,26.53,53,0,2.06,MX,1732725260
400,afaahiti,-17.75,-149.2833,25.33,77,96,5.39,PF,1732725463
401,pran buri,12.3847,99.9098,25.35,84,50,2.87,TH,1732725464
402,kontagora,10.3999,5.4695,27.88,22,71,2.09,NG,1732725466
403,banjar,-8.19,114.9675,26.09,93,90,2.28,ID,1732725467
404,port lincoln,-34.7333,135.8667,15.41,83,100,6.75,AU,1732725468
405,nabire,-3.3667,135.4833,24.5,95,98,1.68,ID,1732725469
406,lensk,60.7253,114.9278,-11.33,94,95,3.29,RU,1732725470
407,bel ombre,-4.6167,55.4167,27.91,78,20,2.57,SC,1732725471
408,nuuk,64.1835,-51.7216,-7.66,73,20,7.72,GL,1732725473
409,faya-largeau,17.9257,19.1043,19.48,24,6,6.81,TD,1732725474
410,griffith,41.5284,-87.4237,4.91,63,100,2.57,US,1732725475
411,crane,31.3974,-102.3501,23.54,21,74,6.06,US,1732725241
412,leticia,-4.2153,-69.9406,28.03,83,75,1.03,CO,1732725477
413,pedernales,18.0384,-71.744,28.33,67,100,1.08,DO,1732725478
414,cambria,35.5641,-121.0808,13.36,78,79,1.34,US,1732725479
415,lijiang,26.8688,100.2207,3.2,86,16,1.61,CN,1732725481
416,luanda,-8.8368,13.2343,27.0,74,40,5.66,AO,1732725469
417,igarka,67.4667,86.5833,0.73,97,100,10.09,RU,1732725483
418,jacmel,18.2342,-72.5347,28.31,72,90,1.69,HT,1732725484
419,istaravshan,39.9142,69.0033,11.34,31,11,2.91,TJ,1732725485
420,maputo,-25.9653,32.5892,24.82,83,100,10.29,MZ,1732725486
421,san mariano,7.5,126.0,23.08,99,100,1.38,PH,1732725487
422,namie,37.4833,141.0,6.66,94,5,2.44,JP,1732725489
423,tchintabaraden,15.8969,5.7985,24.28,13,100,4.62,NE,1732725490
424,shubarshi,48.5872,57.1869,-0.28,62,0,3.26,KZ,1732725491
425,villanueva,15.3167,-88.0,24.55,83,75,3.6,HN,1732725327
426,illizi,26.4833,8.4667,19.99,20,45,2.02,DZ,1732725493
427,novodvinsk,64.4165,40.8122,1.86,100,100,0.47,RU,1732725494
428,okhotsk,59.3833,143.3,-12.16,72,100,3.02,RU,1732725495
429,barmer,25.75,71.3833,23.45,33,0,1.06,IN,1732725497
430,nhamunda,-2.1861,-56.7131,38.35,28,64,2.85,BR,1732725498
431,aban,56.67,96.06,0.59,67,100,6.72,RU,1732725499
432,chernyshevsk,52.5243,117.0174,-16.67,89,100,2.05,RU,1732725500
433,pitea,65.3172,21.4794,-7.66,91,20,2.27,SE,1732725501
434,verkhnevilyuysk,63.4453,120.3167,-15.97,95,97,2.98,RU,1732725502
435,buenavista del norte,28.3746,-16.861,23.02,71,98,2.04,ES,1732725503
436,araruna,-6.5583,-35.7417,31.86,29,96,6.55,BR,1732725505
437,ulysses,37.5814,-101.3552,6.02,100,100,7.2,US,1732725506
438,beira,-19.8436,34.8389,29.05,79,40,6.17,MZ,1732725419
439,vanino,49.0869,140.2543,2.08,99,100,8.54,RU,1732725509
440,ardakan,32.31,54.0175,17.6,50,100,6.6,IR,1732725510
441,selfoss,63.9331,-20.9971,3.91,90,100,9.0,IS,1732725512
442,ciudad lazaro cardenas,17.9583,-102.2,27.74,70,7,1.47,MX,1732725513
443,coronel dorrego,-38.7187,-61.2873,24.67,26,10,5.83,AR,1732725514
444,rice lake,45.5061,-91.7382,-4.82,88,100,2.57,US,1732725515
445,isangel,-19.55,169.2667,24.85,90,100,4.56,VU,1732725516
446,kargopol',61.5071,38.9456,-0.05,98,100,2.68,RU,1732725517
447,kankan,10.3854,-9.3057,33.0,15,0,2.7,GN,1732725519
448,uturoa,-16.7333,-151.4333,26.94,78,92,6.09,PF,1732725520
449,richard-toll,16.4625,-15.7008,36.44,7,53,4.3,SN,1732725521
450,basco,20.4487,121.9702,24.39,77,88,13.87,PH,1732725522
451,bardai,11.65,7.2333,23.15,26,40,3.76,NG,1732725523
452,dong ha,16.8163,107.1003,21.31,89,100,4.02,VN,1732725524
453,new norfolk,-42.7826,147.0587,12.18,99,100,1.66,AU,1732725525
454,box elder,41.5005,-112.8764,1.58,66,15,2.81,US,1732725527
455,sandwip,22.4678,91.4561,24.3,63,100,4.31,BD,1732725528
456,molde,62.7375,7.1591,-2.09,86,20,4.12,NO,1732725529
457,urangan,-25.3,152.9,23.89,88,27,3.34,AU,1732725530
458,gemena,3.25,19.7667,23.46,55,54,0.86,CD,1732725531
459,kalabo,-14.97,22.6814,23.45,66,50,1.47,ZM,1732725532
460,arbuzynka,47.9097,31.3196,0.36,56,100,2.35,UA,1732725533
461,sedona,34.8697,-111.761,13.16,58,100,0.0,US,1732725535
462,mohammedia,33.7066,-7.3944,27.11,34,0,2.06,MA,1732725536
463,kievka,50.2619,71.5514,-10.95,84,5,1.65,KZ,1732725537
464,madalena,41.2162,-8.3345,17.32,76,73,0.21,PT,1732725538
465,pemangkat,1.1667,108.9667,26.32,85,100,3.94,ID,1732725539
466,mogadishu,2.0371,45.3438,26.99,81,77,5.33,SO,1732725540
467,ha'il,27.5219,41.6907,14.01,51,0,3.09,SA,1732725542
468,tabou,4.423,-7.3528,27.95,71,18,3.39,CI,1732725543
469,petrovsk-zabaykal'skiy,51.273,108.843,-7.64,90,94,2.98,RU,1732725545
470,an nuhud,12.7,28.4333,20.09,23,42,5.45,SD,1732725546
471,arish,31.1316,33.7984,17.1,59,40,1.54,EG,1732725547
472,peace river,56.2501,-117.286,-15.75,93,100,1.54,CA,1732725339
473,giyani,-23.3025,30.7187,31.91,33,93,2.12,ZA,1732725550
474,zaozersk,69.4005,32.4476,-8.63,88,4,3.48,RU,1732725551
475,itamaraca,-7.7478,-34.8256,28.27,56,100,5.13,BR,1732725552
476,tofol,5.3248,163.0078,28.02,76,100,10.01,FM,1732725553
477,caleta de carquin,-11.0925,-77.6267,21.85,71,30,4.32,PE,1732725554
478,kudahuvadhoo,2.6708,72.8944,26.66,86,100,6.08,MV,1732725555
479,gourin,48.1387,-3.6076,9.27,96,100,1.73,FR,1732725557
480,al kharijah,25.4514,30.5464,14.79,49,3,3.95,EG,1732725558
481,bandraboua,-12.7044,45.1223,28.82,78,99,4.63,YT,1732725559
482,salym,60.0625,71.4789,-4.09,84,5,3.3,RU,1732725560
483,verdal,63.7933,11.4817,-2.79,89,24,1.55,NO,1732725429
484,oboyan',51.2098,36.2792,-1.33,72,20,0.74,RU,1732725562
485,marsh harbour,26.5412,-77.0636,25.09,68,0,3.57,BS,1732725563
486,kununurra,-15.7667,128.7333,27.99,83,100,3.09,AU,1732725469
487,manzini,-26.25,31.5,18.78,95,71,2.05,SZ,1732725566
488,bodaybo,57.8506,114.1933,-18.9,98,99,0.94,RU,1732725567
489,bertioga,-23.8544,-46.1386,30.0,58,20,3.09,BR,1732725353
490,tamanrasset,22.785,5.5228,21.95,20,0,3.09,DZ,1732725569
491,pingxiang,27.6167,113.85,8.58,61,47,0.8,CN,1732725570
492,ulladulla,-35.35,150.4667,20.77,78,91,2.16,AU,1732725571
493,tosontsengel,48.7567,98.2839,-17.57,95,73,1.3,MN,1732725573
494,kapuskasing,49.4169,-82.4331,-3.95,86,100,8.23,CA,1732725287
495,paita,-5.0892,-81.1144,23.01,67,56,5.13,PE,1732725575
496,gizo,-8.103,156.8419,28.25,77,100,2.51,SB,1732725576
497,orange walk,17.8333,-88.8333,28.14,59,0,0.9,BZ,1732725578
498,veshenskaya,49.6303,41.7334,1.67,85,100,2.37,RU,1732725580
499,chaman,30.9236,66.4512,14.31,30,1,2.13,PK,1732725581
500,lethem,3.3803,-59.7968,36.84,34,79,4.4,GY,1732725582
501,san onofre,9.7359,-75.5263,28.55,76,98,2.47,CO,1732725583
502,quellon,-43.1167,-73.6167,12.04,81,26,2.22,CL,1732725584
503,east ballina,-28.8667,153.5833,22.04,93,50,5.26,AU,1732725585
504,benghazi,32.1167,20.0667,19.47,58,100,3.49,LY,1732725586
505,galveston,29.3669,-94.9669,24.47,84,40,4.63,US,1732725571
506,sittwe,20.15,92.9,24.48,68,91,2.73,MM,1732725590
507,howrah,22.5892,88.3103,22.0,73,20,0.0,IN,1732725591
508,tabuk,17.4189,121.4443,22.38,95,91,2.06,PH,1732725592
509,maxixe,-23.8597,35.3472,26.29,92,94,6.84,MZ,1732725593
510,la libertad,-2.2333,-80.9,24.81,69,40,4.63,EC,1732725333
511,sim,54.993,57.6982,-5.43,95,11,1.03,RU,1732725596
512,ulsteinvik,62.3432,5.8487,1.07,67,67,1.17,NO,1732725597
513,hadibu,12.65,54.0333,26.11,68,86,3.7,YE,1732725598
514,manokwari,-0.8667,134.0833,26.46,81,41,1.48,ID,1732725599
515,bengkulu,-3.8004,102.2655,24.06,94,100,3.45,ID,1732725600
516,kimbe,-5.5502,150.1429,24.94,95,100,1.64,PG,1732725601
517,hami,42.8,93.45,-4.67,63,0,1.43,CN,1732725603
518,dunedin,-45.8742,170.5036,13.22,99,90,1.8,NZ,1732725604
519,vadso,70.0744,29.7487,0.09,74,0,8.23,NO,1732725605
520,mandalay,21.9747,96.0836,20.37,84,56,1.33,MM,1732725606
521,guarapari,-20.6667,-40.4975,27.3,70,4,6.19,BR,1732725607
522,redding,40.5865,-122.3917,9.79,58,0,2.57,US,1732725607
523,oranjemund,-28.55,16.4333,16.54,76,2,10.86,NA,1732725611
524,urmary,55.6789,47.944,-3.43,75,62,1.3,RU,1732725612
525,cidreira,-30.1811,-50.2056,25.39,77,57,4.19,BR,1732725613
526,camarinas,43.1311,-9.1817,15.01,80,83,8.62,ES,1732725614
527,heroica matamoros,25.8833,-97.5,27.94,73,0,8.75,MX,1732725615
528,kuusamo,65.9667,29.1833,-10.98,92,0,0.51,FI,1732725616
529,sydney,-33.8679,151.2073,23.86,80,100,2.73,AU,1732725027
530,pekanbaru,0.5333,101.45,26.18,89,20,2.06,ID,1732725620
531,danilov,58.1908,40.1717,-6.21,95,29,1.93,RU,1732725621
532,hoogerheide,51.4233,4.3258,8.91,87,100,10.8,NL,1732725622
533,minas de matahambre,22.5887,-83.9447,28.25,49,0,3.35,CU,1732725623
534,inhambane,-23.865,35.3833,26.52,91,95,7.47,MZ,1732725625
535,pyrzyce,53.1462,14.8926,2.74,90,95,4.54,PL,1732725627
536,zinder,13.8072,8.9881,26.98,19,99,3.09,NE,1732725629
537,selebi-phikwe,-21.979,27.8498,29.96,35,65,1.79,BW,1732725631
538,madang,-5.2246,145.7966,25.23,89,100,0.54,PG,1732725632
539,fougamou,-1.2154,10.5838,24.48,92,62,0.67,GA,1732725634
540,timimoun,29.2639,0.231,24.21,23,0,5.14,DZ,1732725635
541,bathurst,-33.4166,149.5806,15.54,97,96,0.37,AU,1732725636
542,guiyang,26.5833,106.7167,7.27,87,100,2.0,CN,1732725638
543,meulaboh,4.1363,96.1285,24.84,85,100,2.18,ID,1732725639
544,kita,13.0349,-9.4895,34.01,11,0,2.56,ML,1732725640
545,miquelon,47.0975,-56.3814,6.47,74,100,8.96,PM,1732725641
546,myeik,12.4333,98.6,25.93,77,47,2.33,MM,1732725642
547,revelstoke,50.9832,-118.2023,-0.99,93,100,0.0,CA,1732725643
548,chul'man,56.8479,124.9104,-19.98,99,100,1.31,RU,1732725645
549,colac,-38.3333,143.5833,10.73,96,6,1.42,AU,1732725646
550,pimentel,-6.8367,-79.9342,24.16,60,0,6.17,PE,1732725647
551,callao,-12.0667,-77.15,25.95,68,100,4.12,PE,1732725429
552,sault ste. marie,46.5168,-84.3333,1.16,80,100,7.2,CA,1732725537
553,sindgi,16.9167,76.2333,20.12,43,99,4.44,IN,1732725650
554,bairnsdale,-37.8333,147.6167,18.92,93,24,0.89,AU,1732725652
555,bojia,26.4672,111.9681,12.39,47,100,0.73,CN,1732725653
556,bontang,0.1333,117.5,26.75,85,53,4.89,ID,1732725654
557,new kingman-butler,35.265,-114.0323,12.67,51,100,7.2,US,1732725655
558,guiuan,11.0333,125.7247,28.9,78,92,7.05,PH,1732725658
559,soba,10.9813,8.0575,22.79,27,3,3.67,NG,1732725659
560,fort mcmurray,56.7268,-111.381,-12.23,72,100,7.72,CA,1732725660
561,bandiagara,14.3501,-3.6104,30.23,14,36,5.77,ML,1732725661
562,kyshtovka,56.555,76.6271,-11.72,88,5,1.98,RU,1732725663
563,opuwo,-18.0607,13.84,29.05,16,0,7.73,NA,1732725665
564,awjilah,29.1081,21.2869,15.49,45,6,3.61,LY,1732725666
565,vavoua,7.3819,-6.4778,31.58,29,65,1.91,CI,1732725667
566,barra de santo antonio,-9.4047,-35.5072,27.26,62,60,5.41,BR,1732725668
567,gafargaon,24.4333,90.5667,19.47,69,98,2.66,BD,1732725669
